Accident_ID,Location,Date,Severity,Weather,Vehicle_Type,Injuries,Fatalities,Cause,Road_Type,Vehicle_Speed,Alcohol_Involved,Road_Condition,Time
2290,Location_2290,2028-04-08,High,Snow,Car,5,0,Road conditions,Highway,58,False,Dry,1970-01-01 12:00:00
2291,Location_2291,2028-04-09,High,Clear,Motorcycle,3,2,Human error,Highway,55,False,Icy,1970-01-01 23:00:00
2292,Location_2292,2028-04-10,High,Rain,Motorcycle,6,0,Weather conditions,Highway,77,True,Icy,1970-01-01 14:00:00
2293,Location_2293,2028-04-11,Low,Clear,Motorcycle,6,0,Road conditions,Rural road,34,True,Icy,1970-01-01 05:00:00
2294,Location_2294,2028-04-12,High,Clear,Truck,4,0,Human error,Rural road,20,True,Dry,1970-01-01 08:00:00
2295,Location_2295,2028-04-13,Low,Clear,Truck,4,2,Road conditions,City street,28,False,Icy,1970-01-01 09:00:00
2296,Location_2296,2028-04-14,High,Snow,Truck,9,2,Weather conditions,Highway,42,True,Dry,1970-01-01 08:00:00
2297,Location_2297,2028-04-15,High,Snow,Motorcycle,7,0,Human error,Highway,71,True,Icy,1970-01-01 17:00:00
2298,Location_2298,2028-04-16,High,Snow,Truck,6,2,Road conditions,Highway,45,True,Dry,1970-01-01 08:00:00
2299,Location_2299,2028-04-17,Low,Rain,Motorcycle,6,0,Road conditions,Highway,79,False,Wet,1970-01-01 23:00:00
2300,Location_2300,2028-04-18,Low,Snow,Car,5,1,Weather conditions,Rural road,37,True,Wet,1970-01-01 17:00:00
2301,Location_2301,2028-04-19,Medium,Rain,Motorcycle,6,2,Road conditions,City street,97,False,Icy,1970-01-01 08:00:00
2302,Location_2302,2028-04-20,High,Snow,Truck,6,2,Human error,Rural road,77,False,Dry,1970-01-01 04:00:00
2303,Location_2303,2028-04-21,Medium,Snow,Car,9,1,Human error,City street,84,True,Wet,1970-01-01 12:00:00
2304,Location_2304,2028-04-22,Medium,Clear,Motorcycle,1,1,Weather conditions,Highway,96,True,Wet,1970-01-01 11:00:00
2305,Location_2305,2028-04-23,Low,Clear,Car,9,1,Weather conditions,Highway,98,True,Icy,1970-01-01 08:00:00
2306,Location_2306,2028-04-24,Low,Clear,Car,1,0,Weather conditions,Highway,88,False,Icy,1970-01-01 18:00:00
2307,Location_2307,2028-04-25,Medium,Rain,Car,9,0,Human error,Highway,33,True,Dry,1970-01-01 19:00:00
2308,Location_2308,2028-04-26,High,Rain,Motorcycle,6,1,Weather conditions,Highway,97,False,Wet,1970-01-01 00:00:00
2309,Location_2309,2028-04-27,Low,Snow,Truck,9,0,Road conditions,Rural road,65,False,Dry,1970-01-01 10:00:00
2310,Location_2310,2028-04-28,High,Rain,Motorcycle,6,2,Road conditions,City street,88,False,Dry,1970-01-01 04:00:00
2311,Location_2311,2028-04-29,High,Snow,Truck,6,1,Human error,Rural road,94,False,Icy,1970-01-01 06:00:00
2312,Location_2312,2028-04-30,Medium,Rain,Motorcycle,4,2,Road conditions,Highway,51,False,Dry,1970-01-01 12:00:00
2313,Location_2313,2028-05-01,Medium,Rain,Motorcycle,0,0,Weather conditions,City street,70,False,Dry,1970-01-01 22:00:00
2314,Location_2314,2028-05-02,Medium,Rain,Motorcycle,1,1,Road conditions,City street,88,True,Wet,1970-01-01 05:00:00
2315,Location_2315,2028-05-03,Medium,Clear,Truck,8,0,Weather conditions,Highway,34,True,Dry,1970-01-01 12:00:00
2316,Location_2316,2028-05-04,Low,Rain,Motorcycle,7,2,Road conditions,City street,72,False,Wet,1970-01-01 05:00:00
2317,Location_2317,2028-05-05,Low,Clear,Car,7,0,Human error,Rural road,90,False,Wet,1970-01-01 14:00:00
2318,Location_2318,2028-05-06,Medium,Clear,Motorcycle,9,2,Weather conditions,Rural road,88,True,Dry,1970-01-01 07:00:00
2319,Location_2319,2028-05-07,Low,Rain,Car,0,0,Road conditions,Rural road,34,True,Dry,1970-01-01 10:00:00
2320,Location_2320,2028-05-08,Medium,Snow,Truck,5,2,Human error,Rural road,49,True,Wet,1970-01-01 09:00:00
2321,Location_2321,2028-05-09,High,Snow,Truck,8,0,Road conditions,City street,97,True,Dry,1970-01-01 08:00:00
2322,Location_2322,2028-05-10,High,Snow,Motorcycle,7,1,Human error,Rural road,43,False,Wet,1970-01-01 03:00:00
2323,Location_2323,2028-05-11,High,Rain,Motorcycle,2,1,Road conditions,City street,54,True,Dry,1970-01-01 13:00:00
2324,Location_2324,2028-05-12,Medium,Snow,Motorcycle,3,0,Weather conditions,Highway,88,False,Wet,1970-01-01 03:00:00
2325,Location_2325,2028-05-13,High,Clear,Car,2,2,Weather conditions,Rural road,31,False,Wet,1970-01-01 23:00:00
2326,Location_2326,2028-05-14,Low,Snow,Truck,5,0,Weather conditions,Highway,65,True,Icy,1970-01-01 14:00:00
2327,Location_2327,2028-05-15,High,Rain,Car,8,1,Weather conditions,Rural road,88,True,Dry,1970-01-01 20:00:00
2328,Location_2328,2028-05-16,High,Snow,Car,7,2,Weather conditions,Highway,55,False,Wet,1970-01-01 09:00:00
2329,Location_2329,2028-05-17,High,Clear,Motorcycle,9,0,Road conditions,Highway,67,False,Wet,1970-01-01 13:00:00
2330,Location_2330,2028-05-18,Low,Rain,Motorcycle,3,0,Road conditions,Highway,86,False,Dry,1970-01-01 05:00:00
2331,Location_2331,2028-05-19,Medium,Snow,Car,1,2,Road conditions,Highway,73,False,Dry,1970-01-01 15:00:00
2332,Location_2332,2028-05-20,Low,Rain,Car,7,0,Road conditions,Highway,55,True,Dry,1970-01-01 11:00:00
2333,Location_2333,2028-05-21,Medium,Rain,Motorcycle,7,1,Weather conditions,City street,71,True,Icy,1970-01-01 03:00:00
2334,Location_2334,2028-05-22,Medium,Rain,Motorcycle,5,1,Human error,City street,41,True,Dry,1970-01-01 00:00:00
2335,Location_2335,2028-05-23,High,Snow,Car,7,2,Weather conditions,Rural road,57,True,Icy,1970-01-01 03:00:00
2336,Location_2336,2028-05-24,Medium,Rain,Motorcycle,8,0,Road conditions,City street,81,True,Dry,1970-01-01 12:00:00
2337,Location_2337,2028-05-25,Low,Snow,Motorcycle,0,0,Weather conditions,Highway,84,False,Icy,1970-01-01 06:00:00
2338,Location_2338,2028-05-26,Low,Clear,Car,8,1,Weather conditions,City street,22,False,Dry,1970-01-01 14:00:00
2339,Location_2339,2028-05-27,Medium,Snow,Car,1,2,Weather conditions,City street,27,True,Icy,1970-01-01 05:00:00
2340,Location_2340,2028-05-28,High,Clear,Truck,0,2,Human error,Highway,58,True,Wet,1970-01-01 13:00:00
2341,Location_2341,2028-05-29,High,Snow,Car,7,2,Weather conditions,City street,37,False,Icy,1970-01-01 17:00:00
2342,Location_2342,2028-05-30,Low,Rain,Motorcycle,7,1,Weather conditions,Highway,22,False,Icy,1970-01-01 03:00:00
2343,Location_2343,2028-05-31,High,Snow,Car,3,1,Human error,City street,37,True,Wet,1970-01-01 00:00:00
2344,Location_2344,2028-06-01,Medium,Rain,Car,7,2,Weather conditions,Highway,99,True,Dry,1970-01-01 02:00:00
2345,Location_2345,2028-06-02,Medium,Clear,Car,6,2,Weather conditions,Rural road,20,False,Wet,1970-01-01 12:00:00
2346,Location_2346,2028-06-03,Low,Snow,Truck,1,0,Weather conditions,City street,45,True,Wet,1970-01-01 17:00:00
2347,Location_2347,2028-06-04,Medium,Rain,Truck,4,0,Weather conditions,Rural road,71,True,Wet,1970-01-01 03:00:00
2348,Location_2348,2028-06-05,Low,Clear,Motorcycle,9,2,Weather conditions,Highway,31,False,Icy,1970-01-01 03:00:00
2349,Location_2349,2028-06-06,Medium,Clear,Truck,3,1,Road conditions,Highway,57,False,Wet,1970-01-01 10:00:00
2350,Location_2350,2028-06-07,Low,Snow,Car,2,1,Weather conditions,Rural road,60,False,Dry,1970-01-01 13:00:00
2351,Location_2351,2028-06-08,High,Clear,Truck,0,0,Human error,Highway,72,True,Icy,1970-01-01 06:00:00
2352,Location_2352,2028-06-09,Medium,Rain,Car,4,2,Weather conditions,Highway,32,False,Icy,1970-01-01 02:00:00
2353,Location_2353,2028-06-10,Medium,Clear,Truck,9,1,Road conditions,Highway,95,True,Wet,1970-01-01 06:00:00
2354,Location_2354,2028-06-11,Low,Clear,Truck,7,1,Human error,Highway,32,False,Icy,1970-01-01 07:00:00
2355,Location_2355,2028-06-12,Low,Rain,Truck,8,1,Human error,Highway,37,True,Dry,1970-01-01 11:00:00
2356,Location_2356,2028-06-13,Medium,Clear,Car,6,1,Weather conditions,Highway,38,True,Icy,1970-01-01 06:00:00
2357,Location_2357,2028-06-14,Low,Clear,Truck,0,0,Road conditions,Highway,38,False,Wet,1970-01-01 23:00:00
2358,Location_2358,2028-06-15,Medium,Clear,Car,0,1,Weather conditions,Highway,89,True,Wet,1970-01-01 15:00:00
2359,Location_2359,2028-06-16,High,Clear,Car,0,1,Road conditions,Rural road,67,True,Wet,1970-01-01 16:00:00
2360,Location_2360,2028-06-17,Low,Rain,Motorcycle,1,2,Road conditions,City street,90,False,Icy,1970-01-01 21:00:00
2361,Location_2361,2028-06-18,Medium,Clear,Truck,0,2,Weather conditions,Highway,90,True,Wet,1970-01-01 03:00:00
2362,Location_2362,2028-06-19,High,Rain,Motorcycle,3,0,Road conditions,Rural road,47,False,Icy,1970-01-01 16:00:00
2363,Location_2363,2028-06-20,High,Clear,Motorcycle,9,0,Weather conditions,Highway,38,True,Wet,1970-01-01 17:00:00
2364,Location_2364,2028-06-21,Medium,Clear,Car,8,0,Road conditions,City street,99,False,Wet,1970-01-01 03:00:00
2365,Location_2365,2028-06-22,Low,Clear,Truck,3,0,Human error,Highway,67,False,Wet,1970-01-01 16:00:00
2366,Location_2366,2028-06-23,Medium,Clear,Car,3,1,Weather conditions,Rural road,48,True,Dry,1970-01-01 14:00:00
2367,Location_2367,2028-06-24,High,Rain,Car,6,2,Road conditions,Rural road,67,False,Dry,1970-01-01 21:00:00
2368,Location_2368,2028-06-25,Medium,Rain,Truck,8,1,Human error,City street,38,False,Wet,1970-01-01 16:00:00
2369,Location_2369,2028-06-26,Low,Rain,Car,6,1,Human error,Highway,66,True,Wet,1970-01-01 12:00:00
2370,Location_2370,2028-06-27,High,Snow,Truck,0,1,Human error,Rural road,79,False,Icy,1970-01-01 02:00:00
2371,Location_2371,2028-06-28,Medium,Clear,Truck,0,2,Human error,City street,67,False,Icy,1970-01-01 11:00:00
2372,Location_2372,2028-06-29,Low,Clear,Car,3,0,Weather conditions,City street,39,False,Dry,1970-01-01 16:00:00
2373,Location_2373,2028-06-30,High,Rain,Car,3,0,Road conditions,Highway,38,False,Icy,1970-01-01 21:00:00
2374,Location_2374,2028-07-01,Low,Snow,Motorcycle,0,2,Human error,Rural road,61,True,Icy,1970-01-01 21:00:00
2375,Location_2375,2028-07-02,High,Clear,Car,5,2,Road conditions,Highway,96,False,Icy,1970-01-01 06:00:00
2376,Location_2376,2028-07-03,Medium,Rain,Truck,9,0,Road conditions,Highway,95,False,Icy,1970-01-01 06:00:00
2377,Location_2377,2028-07-04,Low,Clear,Motorcycle,1,1,Road conditions,Highway,68,False,Dry,1970-01-01 10:00:00
2378,Location_2378,2028-07-05,High,Clear,Truck,4,0,Weather conditions,Rural road,34,True,Dry,1970-01-01 15:00:00
2379,Location_2379,2028-07-06,Low,Rain,Motorcycle,7,2,Weather conditions,City street,79,True,Icy,1970-01-01 03:00:00
2380,Location_2380,2028-07-07,Low,Rain,Car,2,0,Human error,Highway,87,False,Icy,1970-01-01 15:00:00
2381,Location_2381,2028-07-08,Medium,Clear,Car,8,0,Road conditions,Highway,98,False,Dry,1970-01-01 04:00:00
2382,Location_2382,2028-07-09,Low,Clear,Car,6,0,Weather conditions,Rural road,46,True,Wet,1970-01-01 18:00:00
2383,Location_2383,2028-07-10,High,Rain,Truck,8,2,Weather conditions,Highway,94,False,Icy,1970-01-01 21:00:00
2384,Location_2384,2028-07-11,High,Clear,Motorcycle,0,2,Weather conditions,City street,74,False,Wet,1970-01-01 13:00:00
2385,Location_2385,2028-07-12,High,Clear,Truck,4,0,Human error,Highway,34,False,Icy,1970-01-01 06:00:00
2386,Location_2386,2028-07-13,High,Rain,Motorcycle,2,0,Weather conditions,City street,71,False,Dry,1970-01-01 08:00:00
2387,Location_2387,2028-07-14,Medium,Clear,Car,3,1,Road conditions,Highway,50,True,Icy,1970-01-01 12:00:00
2388,Location_2388,2028-07-15,Low,Clear,Truck,3,1,Weather conditions,Highway,26,True,Wet,1970-01-01 15:00:00
2389,Location_2389,2028-07-16,Medium,Snow,Car,6,0,Weather conditions,Highway,32,True,Dry,1970-01-01 20:00:00
2390,Location_2390,2028-07-17,Low,Rain,Truck,9,2,Human error,City street,73,True,Icy,1970-01-01 03:00:00
2391,Location_2391,2028-07-18,Low,Snow,Car,7,1,Road conditions,Highway,32,True,Icy,1970-01-01 06:00:00
2392,Location_2392,2028-07-19,Low,Snow,Truck,9,0,Weather conditions,Highway,39,False,Dry,1970-01-01 02:00:00
2393,Location_2393,2028-07-20,Medium,Snow,Truck,4,1,Road conditions,Highway,29,True,Icy,1970-01-01 19:00:00
2394,Location_2394,2028-07-21,Low,Clear,Motorcycle,9,1,Road conditions,City street,71,False,Dry,1970-01-01 14:00:00
2395,Location_2395,2028-07-22,Medium,Clear,Car,6,1,Weather conditions,Highway,56,True,Icy,1970-01-01 20:00:00
2396,Location_2396,2028-07-23,High,Snow,Motorcycle,2,2,Human error,Rural road,71,False,Dry,1970-01-01 13:00:00
2397,Location_2397,2028-07-24,High,Snow,Motorcycle,2,0,Road conditions,City street,46,True,Icy,1970-01-01 06:00:00
2398,Location_2398,2028-07-25,Low,Snow,Car,2,2,Weather conditions,Rural road,53,True,Dry,1970-01-01 17:00:00
2399,Location_2399,2028-07-26,Medium,Clear,Truck,3,2,Road conditions,Highway,81,False,Dry,1970-01-01 04:00:00
2400,Location_2400,2028-07-27,High,Snow,Motorcycle,5,1,Road conditions,City street,35,False,Icy,1970-01-01 20:00:00
2401,Location_2401,2028-07-28,Medium,Snow,Car,4,0,Road conditions,City street,78,False,Dry,1970-01-01 19:00:00
2402,Location_2402,2028-07-29,Medium,Rain,Truck,7,1,Weather conditions,Highway,40,True,Icy,1970-01-01 07:00:00
2403,Location_2403,2028-07-30,Low,Rain,Motorcycle,4,2,Road conditions,Rural road,35,True,Icy,1970-01-01 19:00:00
2404,Location_2404,2028-07-31,High,Clear,Motorcycle,4,2,Road conditions,City street,98,False,Icy,1970-01-01 17:00:00
2405,Location_2405,2028-08-01,Low,Rain,Motorcycle,9,0,Human error,City street,32,True,Dry,1970-01-01 20:00:00
2406,Location_2406,2028-08-02,Low,Rain,Truck,1,2,Weather conditions,City street,52,False,Icy,1970-01-01 18:00:00
2407,Location_2407,2028-08-03,High,Rain,Motorcycle,4,2,Weather conditions,City street,73,True,Dry,1970-01-01 19:00:00
2408,Location_2408,2028-08-04,High,Clear,Truck,6,0,Road conditions,City street,88,False,Wet,1970-01-01 02:00:00
2409,Location_2409,2028-08-05,Medium,Rain,Motorcycle,1,1,Human error,Highway,46,False,Wet,1970-01-01 22:00:00
2410,Location_2410,2028-08-06,High,Clear,Car,5,0,Road conditions,City street,71,True,Wet,1970-01-01 05:00:00
2411,Location_2411,2028-08-07,Medium,Snow,Motorcycle,6,2,Road conditions,Rural road,84,False,Icy,1970-01-01 17:00:00
2412,Location_2412,2028-08-08,Medium,Rain,Car,4,0,Weather conditions,City street,63,True,Dry,1970-01-01 14:00:00
2413,Location_2413,2028-08-09,Medium,Clear,Car,8,1,Human error,Highway,49,True,Icy,1970-01-01 13:00:00
2414,Location_2414,2028-08-10,High,Rain,Car,3,2,Road conditions,Highway,42,True,Dry,1970-01-01 23:00:00
2415,Location_2415,2028-08-11,Low,Snow,Truck,9,1,Weather conditions,Rural road,98,False,Wet,1970-01-01 20:00:00
2416,Location_2416,2028-08-12,Medium,Clear,Car,0,1,Road conditions,City street,35,False,Wet,1970-01-01 21:00:00
2417,Location_2417,2028-08-13,Low,Clear,Motorcycle,7,0,Road conditions,Rural road,74,False,Wet,1970-01-01 07:00:00
2418,Location_2418,2028-08-14,Low,Clear,Truck,7,1,Human error,Rural road,37,True,Icy,1970-01-01 10:00:00
2419,Location_2419,2028-08-15,High,Snow,Car,6,0,Human error,Rural road,36,True,Icy,1970-01-01 10:00:00
2420,Location_2420,2028-08-16,Low,Snow,Truck,7,0,Human error,Rural road,94,False,Dry,1970-01-01 11:00:00
2421,Location_2421,2028-08-17,Low,Snow,Truck,1,1,Road conditions,City street,71,True,Dry,1970-01-01 15:00:00
2422,Location_2422,2028-08-18,High,Clear,Truck,2,0,Human error,Highway,64,True,Wet,1970-01-01 06:00:00
2423,Location_2423,2028-08-19,Medium,Snow,Motorcycle,8,0,Weather conditions,Highway,75,True,Icy,1970-01-01 02:00:00
2424,Location_2424,2028-08-20,Low,Rain,Car,0,1,Road conditions,City street,73,False,Icy,1970-01-01 01:00:00
2425,Location_2425,2028-08-21,High,Snow,Truck,7,2,Human error,Rural road,28,False,Dry,1970-01-01 02:00:00
2426,Location_2426,2028-08-22,Low,Clear,Truck,7,0,Road conditions,City street,36,False,Dry,1970-01-01 07:00:00
2427,Location_2427,2028-08-23,Low,Rain,Truck,6,0,Road conditions,Rural road,46,True,Icy,1970-01-01 19:00:00
2428,Location_2428,2028-08-24,Medium,Snow,Car,4,1,Weather conditions,Rural road,56,True,Icy,1970-01-01 07:00:00
2429,Location_2429,2028-08-25,Low,Rain,Truck,3,0,Weather conditions,City street,41,False,Dry,1970-01-01 03:00:00
2430,Location_2430,2028-08-26,High,Rain,Truck,9,1,Weather conditions,City street,91,False,Icy,1970-01-01 22:00:00
2431,Location_2431,2028-08-27,Low,Clear,Motorcycle,9,2,Road conditions,Rural road,86,False,Icy,1970-01-01 12:00:00
2432,Location_2432,2028-08-28,Medium,Rain,Car,9,2,Road conditions,Rural road,57,True,Wet,1970-01-01 21:00:00
2433,Location_2433,2028-08-29,Medium,Rain,Motorcycle,9,1,Weather conditions,Rural road,91,False,Icy,1970-01-01 16:00:00
2434,Location_2434,2028-08-30,High,Clear,Car,5,2,Road conditions,Rural road,63,False,Icy,1970-01-01 23:00:00
2435,Location_2435,2028-08-31,Medium,Clear,Car,0,1,Weather conditions,City street,55,False,Icy,1970-01-01 21:00:00
2436,Location_2436,2028-09-01,Low,Clear,Car,4,0,Weather conditions,Highway,44,True,Dry,1970-01-01 17:00:00
2437,Location_2437,2028-09-02,Medium,Rain,Motorcycle,3,2,Human error,Highway,61,False,Wet,1970-01-01 04:00:00
2438,Location_2438,2028-09-03,High,Rain,Motorcycle,3,0,Weather conditions,Rural road,32,True,Dry,1970-01-01 11:00:00
2439,Location_2439,2028-09-04,Medium,Rain,Motorcycle,6,0,Human error,Highway,75,False,Wet,1970-01-01 01:00:00
2440,Location_2440,2028-09-05,Medium,Clear,Motorcycle,8,1,Weather conditions,Highway,98,True,Wet,1970-01-01 09:00:00
2441,Location_2441,2028-09-06,Medium,Snow,Truck,7,2,Road conditions,Highway,70,False,Icy,1970-01-01 06:00:00
2442,Location_2442,2028-09-07,High,Rain,Truck,7,2,Human error,Highway,69,False,Wet,1970-01-01 14:00:00
2443,Location_2443,2028-09-08,Medium,Snow,Truck,4,0,Road conditions,Highway,96,True,Wet,1970-01-01 21:00:00
2444,Location_2444,2028-09-09,Medium,Clear,Car,5,0,Road conditions,Highway,71,False,Icy,1970-01-01 06:00:00
2445,Location_2445,2028-09-10,Low,Rain,Truck,1,1,Weather conditions,Rural road,52,False,Icy,1970-01-01 14:00:00
2446,Location_2446,2028-09-11,High,Snow,Car,2,2,Weather conditions,Rural road,44,False,Wet,1970-01-01 15:00:00
2447,Location_2447,2028-09-12,Medium,Rain,Motorcycle,4,1,Road conditions,Rural road,77,False,Dry,1970-01-01 21:00:00
2448,Location_2448,2028-09-13,High,Rain,Car,1,1,Weather conditions,City street,59,True,Wet,1970-01-01 00:00:00
2449,Location_2449,2028-09-14,Medium,Rain,Car,2,1,Weather conditions,Highway,57,True,Dry,1970-01-01 14:00:00
2450,Location_2450,2028-09-15,Medium,Snow,Truck,3,2,Weather conditions,Highway,22,True,Dry,1970-01-01 02:00:00
2451,Location_2451,2028-09-16,Medium,Clear,Motorcycle,5,1,Road conditions,City street,35,True,Wet,1970-01-01 09:00:00
2452,Location_2452,2028-09-17,Low,Rain,Motorcycle,4,2,Human error,Highway,21,True,Dry,1970-01-01 15:00:00
2453,Location_2453,2028-09-18,Low,Clear,Truck,9,1,Human error,Rural road,42,True,Wet,1970-01-01 01:00:00
2454,Location_2454,2028-09-19,Low,Clear,Motorcycle,3,0,Road conditions,Rural road,49,True,Dry,1970-01-01 16:00:00
2455,Location_2455,2028-09-20,High,Snow,Motorcycle,1,1,Weather conditions,City street,29,True,Dry,1970-01-01 00:00:00
2456,Location_2456,2028-09-21,High,Snow,Motorcycle,4,1,Weather conditions,Rural road,84,False,Wet,1970-01-01 03:00:00
2457,Location_2457,2028-09-22,Low,Clear,Truck,4,2,Human error,City street,41,False,Icy,1970-01-01 10:00:00
2458,Location_2458,2028-09-23,High,Rain,Motorcycle,6,0,Road conditions,Rural road,71,True,Icy,1970-01-01 16:00:00
2459,Location_2459,2028-09-24,Medium,Snow,Car,0,0,Road conditions,Highway,75,True,Wet,1970-01-01 01:00:00
2460,Location_2460,2028-09-25,Medium,Rain,Car,3,2,Weather conditions,Rural road,52,True,Wet,1970-01-01 00:00:00
2461,Location_2461,2028-09-26,Medium,Rain,Motorcycle,4,2,Weather conditions,City street,99,False,Icy,1970-01-01 05:00:00
2462,Location_2462,2028-09-27,Low,Rain,Truck,7,0,Weather conditions,Highway,49,True,Icy,1970-01-01 10:00:00
2463,Location_2463,2028-09-28,High,Clear,Truck,7,2,Road conditions,City street,43,True,Dry,1970-01-01 03:00:00
2464,Location_2464,2028-09-29,Low,Rain,Truck,0,0,Human error,Highway,24,True,Dry,1970-01-01 23:00:00
2465,Location_2465,2028-09-30,High,Clear,Motorcycle,4,1,Road conditions,Highway,72,True,Dry,1970-01-01 10:00:00
2466,Location_2466,2028-10-01,Medium,Clear,Motorcycle,9,1,Road conditions,Rural road,74,False,Icy,1970-01-01 04:00:00
2467,Location_2467,2028-10-02,Low,Rain,Car,0,0,Road conditions,Rural road,42,True,Wet,1970-01-01 09:00:00
2468,Location_2468,2028-10-03,High,Rain,Truck,0,0,Human error,Highway,95,False,Dry,1970-01-01 04:00:00
2469,Location_2469,2028-10-04,High,Rain,Car,1,1,Weather conditions,Rural road,29,False,Wet,1970-01-01 23:00:00
2470,Location_2470,2028-10-05,Medium,Rain,Car,1,1,Weather conditions,Rural road,52,False,Icy,1970-01-01 21:00:00
2471,Location_2471,2028-10-06,Low,Clear,Truck,8,0,Road conditions,City street,99,True,Dry,1970-01-01 21:00:00
2472,Location_2472,2028-10-07,Low,Rain,Motorcycle,3,2,Road conditions,Rural road,81,False,Icy,1970-01-01 02:00:00
2473,Location_2473,2028-10-08,Low,Rain,Motorcycle,2,2,Human error,Highway,46,True,Wet,1970-01-01 05:00:00
2474,Location_2474,2028-10-09,Medium,Clear,Car,0,0,Human error,Rural road,26,True,Dry,1970-01-01 12:00:00
2475,Location_2475,2028-10-10,Low,Snow,Car,1,2,Weather conditions,Highway,46,True,Wet,1970-01-01 15:00:00
2476,Location_2476,2028-10-11,Medium,Snow,Car,5,1,Road conditions,Highway,93,True,Wet,1970-01-01 06:00:00
2477,Location_2477,2028-10-12,Medium,Clear,Car,8,1,Human error,City street,29,True,Dry,1970-01-01 17:00:00
2478,Location_2478,2028-10-13,Medium,Snow,Truck,4,2,Human error,Highway,94,True,Dry,1970-01-01 02:00:00
2479,Location_2479,2028-10-14,High,Clear,Car,3,0,Road conditions,Highway,76,True,Icy,1970-01-01 05:00:00
2480,Location_2480,2028-10-15,Low,Rain,Car,4,1,Road conditions,City street,49,True,Dry,1970-01-01 09:00:00
2481,Location_2481,2028-10-16,Low,Rain,Motorcycle,8,1,Road conditions,Highway,22,False,Dry,1970-01-01 15:00:00
2482,Location_2482,2028-10-17,Medium,Snow,Motorcycle,6,1,Road conditions,City street,48,True,Dry,1970-01-01 12:00:00
2483,Location_2483,2028-10-18,Medium,Rain,Motorcycle,7,2,Road conditions,Highway,33,False,Dry,1970-01-01 23:00:00
2484,Location_2484,2028-10-19,Low,Snow,Truck,3,0,Road conditions,Rural road,96,True,Dry,1970-01-01 23:00:00
2485,Location_2485,2028-10-20,Medium,Snow,Truck,7,2,Human error,City street,44,False,Icy,1970-01-01 08:00:00
2486,Location_2486,2028-10-21,Low,Rain,Motorcycle,5,0,Road conditions,City street,29,False,Wet,1970-01-01 15:00:00
2487,Location_2487,2028-10-22,High,Rain,Motorcycle,4,0,Weather conditions,Highway,98,True,Icy,1970-01-01 10:00:00
2488,Location_2488,2028-10-23,Medium,Snow,Car,6,2,Road conditions,City street,68,False,Wet,1970-01-01 08:00:00
2489,Location_2489,2028-10-24,Low,Rain,Car,5,1,Weather conditions,Highway,57,True,Dry,1970-01-01 09:00:00
2490,Location_2490,2028-10-25,Medium,Clear,Truck,2,0,Weather conditions,City street,90,False,Icy,1970-01-01 10:00:00
2491,Location_2491,2028-10-26,Low,Rain,Truck,4,2,Weather conditions,City street,33,True,Wet,1970-01-01 20:00:00
2492,Location_2492,2028-10-27,Low,Rain,Car,8,1,Road conditions,Rural road,49,False,Wet,1970-01-01 21:00:00
2493,Location_2493,2028-10-28,Medium,Clear,Motorcycle,6,0,Road conditions,Highway,59,False,Dry,1970-01-01 14:00:00
2494,Location_2494,2028-10-29,High,Rain,Car,3,0,Weather conditions,Rural road,31,True,Dry,1970-01-01 20:00:00
2495,Location_2495,2028-10-30,Low,Rain,Truck,6,1,Road conditions,City street,33,False,Wet,1970-01-01 12:00:00
2496,Location_2496,2028-10-31,Low,Snow,Truck,4,0,Human error,Highway,20,True,Icy,1970-01-01 16:00:00
2497,Location_2497,2028-11-01,Low,Rain,Car,1,2,Human error,Rural road,87,True,Wet,1970-01-01 03:00:00
2498,Location_2498,2028-11-02,High,Rain,Car,5,0,Human error,City street,68,False,Icy,1970-01-01 10:00:00
2499,Location_2499,2028-11-03,High,Clear,Car,6,0,Human error,Rural road,37,False,Icy,1970-01-01 00:00:00
2500,Location_2500,2028-11-04,Medium,Snow,Truck,7,1,Road conditions,City street,55,False,Wet,1970-01-01 00:00:00
2501,Location_2501,2028-11-05,High,Snow,Motorcycle,5,2,Weather conditions,City street,83,True,Icy,1970-01-01 02:00:00
2502,Location_2502,2028-11-06,Medium,Snow,Car,7,1,Road conditions,Highway,47,True,Wet,1970-01-01 22:00:00
2503,Location_2503,2028-11-07,Medium,Rain,Truck,6,2,Human error,Highway,51,True,Wet,1970-01-01 14:00:00
2504,Location_2504,2028-11-08,High,Snow,Truck,1,1,Road conditions,Highway,91,True,Dry,1970-01-01 00:00:00
2505,Location_2505,2028-11-09,Medium,Clear,Truck,5,0,Road conditions,City street,44,False,Wet,1970-01-01 22:00:00
2506,Location_2506,2028-11-10,High,Snow,Car,8,2,Human error,Rural road,66,True,Wet,1970-01-01 15:00:00
2507,Location_2507,2028-11-11,Medium,Clear,Car,5,2,Weather conditions,Highway,39,True,Dry,1970-01-01 16:00:00
2508,Location_2508,2028-11-12,High,Snow,Motorcycle,3,0,Road conditions,Highway,52,False,Dry,1970-01-01 08:00:00
2509,Location_2509,2028-11-13,High,Snow,Truck,6,1,Road conditions,Highway,49,False,Icy,1970-01-01 04:00:00
2510,Location_2510,2028-11-14,Medium,Clear,Car,2,2,Human error,Highway,56,False,Icy,1970-01-01 05:00:00
2511,Location_2511,2028-11-15,Low,Snow,Truck,4,0,Weather conditions,City street,99,True,Dry,1970-01-01 14:00:00
